gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,HasInternetService,TotalServices,LoyaltyCategory,AvgMonthlyCharges,HadPriceIncrease,HasFamilySupport,IsHighValue,ChargeDifference,TotalChargesCategory,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year
0,0,1,0,64,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,115.0,7396.15,0,0,6,Long-term,115.56484375,0,1,1,-0.5648437499999943,Very High,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
0,0,0,1,46,1,1,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Bank transfer (automatic),84.8,3958.85,0,0,2,Long-term,86.06195652173913,0,1,0,-1.2619565217391369,Very High,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0,12,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.7,260.9,0,1,0,New,21.741666666666664,0,0,0,-2.0416666666666643,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,15,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.75,297.3,1,1,0,Loyal,19.82,0,0,0,-0.07000000000000028,Low,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,1,1,17,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,92.55,1515.1,1,0,2,Loyal,89.12352941176471,1,1,0,3.42647058823529,High,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,1,1,13,1,0,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,63.15,816.8,0,0,3,Loyal,62.83076923076923,1,1,0,0.31923076923077076,Medium,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
0,0,1,1,67,1,1,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Credit card (automatic),74.0,4868.4,0,0,4,Long-term,72.66268656716417,1,1,1,1.3373134328358276,Very High,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1,0,1,0,24,0,0,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,29.1,688.0,0,0,1,Loyal,28.666666666666668,1,1,0,0.43333333333333357,Medium,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,6,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,50.05,288.35,0,0,1,New,48.05833333333334,1,0,0,1.99166666666666,Low,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,1,1,0,53,1,1,DSL,Yes,No,No,Yes,No,No,One year,1,Electronic check,60.05,3229.65,1,0,2,Long-term,60.93679245283019,0,1,0,-0.8867924528301927,High,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1,1,1,0,16,1,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),74.3,1178.25,1,0,1,Loyal,73.640625,1,1,0,0.6593749999999972,Medium,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,10,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.0,185.4,0,1,0,New,18.54,1,0,0,1.4600000000000009,Low,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0,0,0,0,13,1,0,Fiber optic,No,Yes,No,No,No,No,One year,1,Mailed check,74.65,966.25,0,0,1,Loyal,74.32692307692308,1,0,0,0.3230769230769255,Medium,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,9,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.35,758.6,1,0,1,New,84.28888888888889,1,0,0,1.061111111111103,Medium,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,0,0,0,25,1,0,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,0,Mailed check,74.3,1863.8,1,0,5,Very Loyal,74.55199999999999,0,0,0,-0.25199999999999534,High,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
1,1,0,0,7,0,0,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,44.4,265.8,0,0,3,New,37.971428571428575,1,0,0,4.609705468949651,Low,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
1,0,1,1,38,1,1,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),85.4,3297.0,0,0,5,Long-term,86.76315789473684,0,1,0,-1.3631578947368297,High,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,1,0,43,1,1,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,94.1,4107.3,0,0,3,Long-term,95.51860465116279,0,1,0,-1.418604651162795,Very High,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,0,1,4,1,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),98.1,396.3,1,0,4,New,99.075,0,1,0,-0.9750000000000085,Low,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
0,0,0,0,25,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,108.9,2809.05,0,0,5,Very Loyal,112.36200000000001,0,0,0,-3.4620000000000033,High,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,1,27,1,0,DSL,Yes,Yes,No,No,No,No,One year,0,Mailed check,56.2,1567.55,0,0,2,Very Loyal,58.0574074074074,0,1,0,-1.8574074074074005,High,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,0,1,1,72,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,26.1,1851.45,0,1,0,Long-term,25.714583333333334,1,1,0,0.38541666666666785,High,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,0,1,71,1,1,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),85.45,6028.95,0,0,2,Long-term,84.91478873239437,1,1,1,0.5352112676056322,Very High,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,24,1,1,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),88.95,2072.75,0,0,2,Loyal,86.36458333333333,1,0,0,2.5854166666666742,High,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
0,0,0,0,50,1,1,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,109.65,5551.15,1,0,5,Long-term,111.023,0,0,1,-1.3729999999999905,Very High,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,0,57,1,0,DSL,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),74.35,4317.35,0,0,4,Long-term,75.74298245614035,0,0,0,-1.3929824561403592,Very High,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
0,0,0,0,15,1,0,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,48.85,736.8,0,0,1,Loyal,49.12,0,0,0,-0.269999999999996,Medium,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,4,1,1,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,80.1,336.15,0,0,1,New,84.0375,0,0,0,-3.9375,Low,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,28,1,0,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,56.05,1522.65,0,0,2,Very Loyal,54.38035714285714,1,0,0,1.669642857142854,High,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,9,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.55,622.9,1,0,0,New,69.21111111111111,1,0,0,4.609705468949651,Medium,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0,55,1,1,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.8,4959.6,0,0,2,Long-term,90.17454545454547,0,1,1,-0.37454545454546917,Very High,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1,0,0,0,3,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.95,329.95,1,0,3,New,109.98333333333333,0,0,0,-4.6221089956555,Low,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
1,0,0,0,10,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.9,1048.85,1,0,3,New,104.88499999999999,0,0,0,-4.6221089956555,Medium,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
1,0,0,1,55,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.1,1001.5,0,1,0,Long-term,18.20909090909091,1,1,0,0.8909090909090907,Medium,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,1,20,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,442.6,0,1,0,Loyal,22.130000000000003,0,1,0,-1.7800000000000011,Medium,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0,0,1,1,62,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),106.05,6703.5,0,0,4,Long-term,108.12096774193549,0,1,1,-2.0709677419354904,Very High,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1,1,1,0,32,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.9,3351.55,1,0,4,Very Loyal,104.7359375,1,1,0,0.1640625,High,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
0,0,0,0,43,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.65,779.25,0,1,0,Long-term,18.122093023255815,1,0,0,1.527906976744184,Medium,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,1,0,9,0,0,DSL,No,No,No,No,No,No,One year,0,Bank transfer (automatic),24.1,259.8,1,0,0,New,28.866666666666667,0,1,0,-4.6221089956555,Low,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0,1,0,60,1,0,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),59.85,3483.45,0,0,3,Long-term,58.0575,1,1,0,1.792500000000004,High,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
1,0,1,0,58,1,1,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,86.1,4890.5,0,0,5,Long-term,84.31896551724138,1,1,1,1.7810344827586135,Very High,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
1,0,0,1,7,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.45,136.75,0,1,0,New,19.535714285714285,0,1,0,-0.08571428571428541,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,1,2,1,0,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,97.1,184.15,0,0,3,New,92.075,1,1,0,4.609705468949651,Low,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
1,1,0,0,37,0,0,DSL,No,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,36.65,1315.0,0,0,2,Long-term,35.54054054054054,1,0,0,1.1094594594594582,Medium,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
0,1,1,1,65,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),103.9,6767.1,0,0,4,Long-term,104.10923076923078,0,1,1,-0.20923076923077133,Very High,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
0,0,1,1,39,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,757.95,0,1,0,Long-term,19.434615384615388,1,1,0,0.3153846153846125,Medium,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,1,0,66,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,104.05,6890.0,1,0,4,Long-term,104.39393939393939,0,1,1,-0.34393939393939377,Very High,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1,0,0,0,68,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.55,1657.4,0,1,0,Long-term,24.373529411764707,1,0,0,0.1764705882352935,High,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,1,1,62,0,0,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Bank transfer (automatic),48.7,3008.55,0,0,4,Long-term,48.525000000000006,1,1,0,0.17499999999999716,High,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1,0,0,0,3,1,0,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,1,Mailed check,88.35,262.05,1,0,3,New,87.35000000000001,1,0,0,0.9999999999999858,Low,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
0,0,1,0,72,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,109.55,8165.1,0,0,5,Long-term,113.40416666666667,0,1,1,-3.8541666666666714,Very High,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
0,0,1,0,41,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.65,875.55,0,1,0,Long-term,21.35487804878049,0,1,0,-0.7048780487804898,Medium,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,1,1,29,1,0,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),94.65,2649.15,1,0,3,Very Loyal,91.35000000000001,1,1,0,3.299999999999997,High,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0,4,1,0,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,55.2,220.65,0,0,2,New,55.1625,1,0,0,0.03750000000000142,Low,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,53,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),24.05,1301.9,0,1,0,Long-term,24.56415094339623,0,0,0,-0.5141509433962277,Medium,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,1,1,0,1,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,74.4,1,0,0,New,74.4,0,1,0,0.0,Low,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,41,1,1,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,0,Credit card (automatic),79.9,3326.2,1,0,5,Long-term,81.12682926829268,0,1,0,-1.2268292682926756,High,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
1,0,1,0,39,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.45,790.0,0,1,0,Long-term,20.256410256410255,1,1,0,0.1935897435897438,Medium,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,1,0,63,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.25,1237.65,0,1,0,Long-term,19.645238095238096,0,1,0,-0.3952380952380956,Medium,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,0,0,15,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,26.35,378.6,0,1,0,Loyal,25.240000000000002,1,0,0,1.1099999999999994,Low,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0,0,1,0,13,1,0,DSL,No,No,No,No,No,No,One year,0,Electronic check,43.8,592.65,0,0,0,Loyal,45.58846153846154,0,1,0,-1.78846153846154,Medium,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,1,1,0,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,50.15,50.15,0,0,1,New,50.15,0,0,0,0.0,Low,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.45,20.45,0,1,0,New,20.45,0,0,0,0.0,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1,1,0,0,8,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.7,560.85,1,0,0,New,70.10625,0,0,0,-0.40625,Medium,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,60,1,0,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Electronic check,61.4,3638.25,0,0,3,Long-term,60.6375,1,0,0,0.7624999999999957,High,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0,1,1,0,12,1,1,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,98.1,1060.2,1,0,3,New,88.35000000000001,1,1,0,4.609705468949651,Medium,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
1,0,1,0,40,1,1,DSL,No,Yes,No,Yes,Yes,No,One year,0,Credit card (automatic),70.75,2921.75,0,0,3,Long-term,73.04375,0,1,0,-2.293750000000003,High,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
0,0,0,0,66,1,0,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Bank transfer (automatic),61.15,4017.45,0,0,3,Long-term,60.87045454545454,1,0,0,0.2795454545454561,Very High,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
1,0,1,1,42,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.25,854.9,0,1,0,Long-term,20.354761904761904,0,1,0,-0.10476190476190439,Medium,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,0,0,66,1,1,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),63.85,4174.35,0,0,3,Long-term,63.247727272727275,1,0,0,0.6022727272727266,Very High,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
1,0,0,0,49,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,98.7,4920.55,0,0,3,Long-term,100.41938775510205,0,0,1,-1.7193877551020478,Very High,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.5,20.5,1,1,0,New,20.5,0,0,0,0.0,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
0,0,0,0,41,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0,810.3,0,1,0,Long-term,19.76341463414634,1,0,0,0.23658536585366008,Medium,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,1,1,41,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.3,772.4,0,1,0,Long-term,18.839024390243903,1,1,0,0.4609756097560975,Medium,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,1,1,23,1,0,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,84.4,1936.85,0,0,3,Loyal,84.2108695652174,1,1,0,0.18913043478261216,High,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,0,0,0,3,0,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.1,79.8,0,0,0,New,26.599999999999998,0,0,0,-1.4999999999999964,Low,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,4,0,0,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,0,Mailed check,48.25,202.25,0,0,4,New,50.5625,0,0,0,-2.3125,Low,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
0,0,1,1,52,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,1070.5,0,1,0,Long-term,20.58653846153846,0,1,0,-0.7365384615384585,Medium,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,1,1,0,4,1,1,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.6,347.65,1,0,3,New,86.9125,1,1,0,4.609705468949651,Low,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0,11,1,0,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,94.2,999.9,0,0,4,New,90.89999999999999,1,0,0,3.3000000000000114,Medium,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
0,0,1,0,2,1,0,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Mailed check,62.15,113.1,0,0,2,New,56.55,1,1,0,4.609705468949651,Low,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,1,0,26,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),79.3,2015.8,0,0,1,Very Loyal,77.53076923076922,1,1,0,1.7692307692307736,High,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,1,24,1,0,DSL,Yes,No,Yes,No,No,No,One year,1,Credit card (automatic),56.25,1454.25,0,0,2,Loyal,60.59375,0,1,0,-4.34375,High,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,12,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.3,246.7,0,1,0,New,20.558333333333334,0,0,0,-0.25833333333333286,Low,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,1,1,0,60,1,1,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,99.0,6017.9,0,0,3,Long-term,100.29833333333333,0,1,1,-1.298333333333332,Very High,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
0,0,1,1,64,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,90.6,5817.45,0,0,6,Long-term,90.89765625,0,1,1,-0.29765625000000284,Very High,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,66,1,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),85.9,5595.3,0,0,6,Long-term,84.77727272727273,1,1,1,1.1227272727272748,Very High,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
